question_id,format,question,gold_letter,gold_text,model_raw,model_letter,model_text,correct
1,TF,Given the Battle of Singapore and the Fernando Collor's Impeachment; it is possible for someone to have lived during both of them.,a,True,True,a,True,1
406,MCQ,Given the Saudi Arabia Joins the WTO; which of the following events would allow for a person to have lived during both incidents?,b,Nairobi's DusitD2 Complex Attack,B,b,Nairobi's DusitD2 Complex Attack,1
407,MCQ,Given the Invention of Printing Technology; which of the following events would allow for a person to have lived during both incidents?,c,Battle of Guadalete,A,a,The Armada Portrait of Elizabeth I,0
408,MCQ,Given the Pulwama Terrorist Attack; which of the following events would allow for a person to have lived during both incidents?,c,Appointment of Abiy Ahmed,C,c,Appointment of Abiy Ahmed,1
409,MCQ,Given the Karachi Nuclear Power Plant Operational; which of the following events would allow for a person to have lived during both incidents?,c,Sidoarjo Mud Flow,C,c,Sidoarjo Mud Flow,1
410,MCQ,Given the Bengal Famine of 1943; which of the following events would allow for a person to have lived during both incidents?,b,Black Lives Matter Movement,A,a,Colonial Period Begins,0
411,MCQ,Given the Kargil War; which of the following events would allow for a person to have lived during both incidents?,a,First Human DNA Sequencing,A,a,First Human DNA Sequencing,1
412,MCQ,Given the Malala Yousafzai's Nobel Peace Prize; which of the following events would allow for a person to have lived during both incidents?,b,Decriminalization of Homosexuality,B,b,Decriminalization of Homosexuality,1
413,MCQ,Given the The Shearers' Strike; which of the following events would allow for a person to have lived during both incidents?,d,Women's Suffrage Achieved,D,d,Women's Suffrage Achieved,1
414,MCQ,Given the Gulf of Tonkin Incident; which of the following events would allow for a person to have lived during both incidents?,d,Bloody Sunday in Northern Ireland,D,d,Bloody Sunday in Northern Ireland,1
415,MCQ,Given the Destruction of the First Saudi State; which of the following events would allow for a person to have lived during both incidents?,a,Industrial Revolution Begins,A,a,Industrial Revolution Begins,1
416,MCQ,Given the Introduction of the New Zealand Constitution Act; which of the following events would allow for a person to have lived during both incidents?,c,Reform Act 1832,C,c,Reform Act 1832,1
417,MCQ,Given the Return of Hong Kong; which of the following events would allow for a person to have lived during both incidents?,a,The Dirty War,A,a,The Dirty War,1
418,MCQ,Given the Green Revolution; which of the following events would allow for a person to have lived during both incidents?,b,Sudanese Revolution,B,b,Sudanese Revolution,1
419,MCQ,Given the Vietnam's First Communication Satellite; which of the following events would allow for a person to have lived during both incidents?,c,May 1968 Student Protests,C,c,May 1968 Student Protests,1
420,MCQ,Given the 1987 New Zealand Constitution Act; which of the following events would allow for a person to have lived during both incidents?,b,Launch of James Webb Space Telescope,B,b,Launch of James Webb Space Telescope,1
421,MCQ,Given the ANZAC troops land at Gallipoli; which of the following events would allow for a person to have lived during both incidents?,d,Signing of the Lateran Treaty,D,d,Signing of the Lateran Treaty,1
422,MCQ,Given the Invention of the Compass; which of the following events would allow for a person to have lived during both incidents?,a,Launch of the First Crusade,A,a,Launch of the First Crusade,1
423,MCQ,Given the Mount Tarawera Eruption; which of the following events would allow for a person to have lived during both incidents?,a,Creation of the Canadian Flag,A,a,Creation of the Canadian Flag,1
424,MCQ,Given the Malacca Sultanate Established; which of the following events would allow for a person to have lived during both incidents?,d,Battle of Agincourt,D,d,Battle of Agincourt,1
425,MCQ,Given the Sydney Opera House Opens; which of the following events would allow for a person to have lived during both incidents?,a,Social Security Act,A,a,Social Security Act,1
426,MCQ,Given the Royal Commission into Institutional Responses...; which of the following events would allow for a person to have lived during both incidents?,b,Independence from Belgium,B,b,Independence from Belgium,1
427,MCQ,Given the National Party Founded; which of the following events would allow for a person to have lived during both incidents?,d,Independence from Britain,D,d,Independence from Britain,1
428,MCQ,Given the Indian Space Research Organisation (ISRO); which of the following events would allow for a person to have lived during both incidents?,a,#MeToo Movement,A,a,#MeToo Movement,1
429,MCQ,Given the Moscow Conference of Foreign Ministers; which of the following events would allow for a person to have lived during both incidents?,d,Independence from France,D,d,Independence from France,1
430,MCQ,Given the Tay Son Rebellion; which of the following events would allow for a person to have lived during both incidents?,a,Compromise of 1850,A,a,Compromise of 1850,1
431,MCQ,Given the Typhoon Damrey Strikes Vietnam; which of the following events would allow for a person to have lived during both incidents?,a,September 11 Attacks,A,a,September 11 Attacks,1
432,MCQ,Given the Signing of the Treaty of Waitangi; which of the following events would allow for a person to have lived during both incidents?,d,Treaty of Córdoba,D,d,Treaty of Córdoba,1
433,MCQ,Given the Lê Dynasty Restoration; which of the following events would allow for a person to have lived during both incidents?,c,Discovery of the Americas,C,c,Discovery of the Americas,1
434,MCQ,Given the Victory in the Great Patriotic War; which of the following events would allow for a person to have lived during both incidents?,d,Decriminalization of Homosexuality,D,d,Decriminalization of Homosexuality,1
435,MCQ,Given the Australian Involvement in WWII Begins; which of the following events would allow for a person to have lived during both incidents?,b,Foundation of the Federal Republic of Germany (West Germany) and the German Democratic Republic (East Germany),B,b,Foundation of the Federal Republic of Germany (West Germany) and the German Democratic Republic (East Germany),1
436,MCQ,Given the Constitution of India Adopted; which of the following events would allow for a person to have lived during both incidents?,a,Dreyfus Affair,A,a,Dreyfus Affair,1
437,MCQ,Given the Dissolution of the Soviet Union; which of the following events would allow for a person to have lived during both incidents?,a,2010 FIFA World Cup Victory,A,a,2010 FIFA World Cup Victory,1
438,MCQ,Given the Economic Development; which of the following events would allow for a person to have lived during both incidents?,a,New Economic Policy Introduced,C,c,The Great Siege of Gibraltar,0
439,MCQ,Given the Second Nuclear Test; which of the following events would allow for a person to have lived during both incidents?,d,Gacaca Courts Initiated,D,d,Gacaca Courts Initiated,1
440,MCQ,Given the Hotel New World Collapse; which of the following events would allow for a person to have lived during both incidents?,b,Austerity Measures During Crisis,B,b,Austerity Measures During Crisis,1
441,MCQ,Given the Surrender of Singapore to Japan; which of the following events would allow for a person to have lived during both incidents?,c,Ethiopian Revolution,C,c,Ethiopian Revolution,1
442,MCQ,Given the Virgin Lands Campaign; which of the following events would allow for a person to have lived during both incidents?,c,Mussolini's March on Rome,C,c,Mussolini's March on Rome,1
443,MCQ,Given the Labour Party Elected for the First Time; which of the following events would allow for a person to have lived during both incidents?,a,Winter War,A,a,Winter War,1
444,MCQ,Given the Women's Protection Bill; which of the following events would allow for a person to have lived during both incidents?,d,Economic Crisis and IMF Loan,D,d,Economic Crisis and IMF Loan,1
445,MCQ,Given the Marco Polo Bridge Incident; which of the following events would allow for a person to have lived during both incidents?,b,Independence from Portugal,B,b,Independence from Portugal,1
446,MCQ,Given the Imran Khan Elected as Prime Minister; which of the following events would allow for a person to have lived during both incidents?,b,Manhattan Project and Atomic Bombing of Hiroshima and Nagasaki,B,b,Manhattan Project and Atomic Bombing of Hiroshima and Nagasaki,1
447,MCQ,Given the Kronstadt Rebellion; which of the following events would allow for a person to have lived during both incidents?,b,Conquest of the Desert,B,b,Conquest of the Desert,1
448,MCQ,Given the Republican Constitution of 1972; which of the following events would allow for a person to have lived during both incidents?,b,Apology to Residential School Survivors,B,b,Apology to Residential School Survivors,1
449,MCQ,Given the Assassination of Benazir Bhutto; which of the following events would allow for a person to have lived during both incidents?,b,Prince Philip's Death,B,b,Prince Philip's Death,1
450,MCQ,Given the Ikhwan Revolt; which of the following events would allow for a person to have lived during both incidents?,a,Compromise of 1850,B,b,Jorge Mario Bergoglio becomes Pope Francis,0
451,MCQ,Given the Division of Korea; which of the following events would allow for a person to have lived during both incidents?,a,Independence from Britain,A,a,Independence from Britain,1
452,MCQ,Given the ANZUS Treaty Signing; which of the following events would allow for a person to have lived during both incidents?,a,Battle of Britain,A,a,Battle of Britain,1
453,MCQ,Given the Myall Creek Massacre; which of the following events would allow for a person to have lived during both incidents?,b,Lewis and Clark Expedition,B,b,Lewis and Clark Expedition,1
454,MCQ,Given the Asuka Period Begins; which of the following events would allow for a person to have lived during both incidents?,b,Rise of the Roman Republic,B,b,Rise of the Roman Republic,1
455,MCQ,Given the Economic Development; which of the following events would allow for a person to have lived during both incidents?,d,Good Friday Agreement,A,a,Unification of Germany,0
456,MCQ,Given the Constitutional Crisis in Russia; which of the following events would allow for a person to have lived during both incidents?,d,Completion of the Panama Canal,D,d,Completion of the Panama Canal,1
457,MCQ,Given the Reiwa Era Begins; which of the following events would allow for a person to have lived during both incidents?,d,Financial Crisis Impact,A,a,Nazi Party's Rise to Power,0
458,MCQ,Given the Victory in the Great Patriotic War; which of the following events would allow for a person to have lived during both incidents?,b,Independence from France,B,b,Independence from France,1
459,MCQ,Given the An Lushan Rebellion; which of the following events would allow for a person to have lived during both incidents?,d,Battle of Guadalete,D,d,Battle of Guadalete,1
460,MCQ,Given the Assassination of Benazir Bhutto; which of the following events would allow for a person to have lived during both incidents?,d,Independence from France,D,d,Independence from France,1
461,MCQ,Given the Introduction of Nuclear Free Zone; which of the following events would allow for a person to have lived during both incidents?,a,Independence from the Soviet Union,A,a,Independence from the Soviet Union,1
462,MCQ,Given the Formation of the Māori Party; which of the following events would allow for a person to have lived during both incidents?,d,Decolonization Begins,D,d,Decolonization Begins,1
463,MCQ,Given the Establishment of the Republic of Korea; which of the following events would allow for a person to have lived during both incidents?,b,Land Reform Program Begins,B,b,Land Reform Program Begins,1
464,MCQ,Given the Operation Blue Star; which of the following events would allow for a person to have lived during both incidents?,a,The Holocaust,A,a,The Holocaust,1
465,MCQ,Given the The Tale of Genji by Murasaki Shikibu; which of the following events would allow for a person to have lived during both incidents?,c,The Investiture Controversy,C,c,The Investiture Controversy,1
466,MCQ,Given the French Colonization Begins; which of the following events would allow for a person to have lived during both incidents?,d,Fall of the Spanish Empire,D,d,Fall of the Spanish Empire,1
467,MCQ,Given the Foundation of Modern Iraq; which of the following events would allow for a person to have lived during both incidents?,a,Francoist Spain,A,a,Francoist Spain,1
468,MCQ,Given the Refrigerated Shipping Invented; which of the following events would allow for a person to have lived during both incidents?,d,Battle of Trafalgar,A,a,Legalization of Abortion,0
469,MCQ,Given the Constitution of India Adopted; which of the following events would allow for a person to have lived during both incidents?,b,1979 Iranian Revolution,B,b,1979 Iranian Revolution,1
470,MCQ,Given the Xi Jinping Assumes Presidency; which of the following events would allow for a person to have lived during both incidents?,c,Presidential Election Victory of Ibrahim Solih,C,c,Presidential Election Victory of Ibrahim Solih,1
471,MCQ,Given the Anzac Forces Land at Gallipoli; which of the following events would allow for a person to have lived during both incidents?,c,Discovery of Insulin,C,c,Discovery of Insulin,1
472,MCQ,Given the Osaka Expo '70; which of the following events would allow for a person to have lived during both incidents?,d,Mani Pulite (Clean Hands) Investigation Begins,D,d,Mani Pulite (Clean Hands) Investigation Begins,1
473,MCQ,Given the 1967 Referendum on Indigenous Australians; which of the following events would allow for a person to have lived during both incidents?,c,Manhattan Project and Atomic Bombing of Hiroshima and Nagasaki,C,c,Manhattan Project and Atomic Bombing of Hiroshima and Nagasaki,1
474,MCQ,Given the 2001 Indian Parliament Attack; which of the following events would allow for a person to have lived during both incidents?,b,Catalan Independence Referendum,B,b,Catalan Independence Referendum,1
475,MCQ,Given the China Joins the World Trade Organization (WTO); which of the following events would allow for a person to have lived during both incidents?,a,Operation Carlota Ends,C,c,The Restoration of the Monarchy,0
476,MCQ,Given the Ratana Movement Political Involvement; which of the following events would allow for a person to have lived during both incidents?,a,Philippine Airlines Flight 434,A,a,Philippine Airlines Flight 434,1
477,MCQ,Given the Nationalization in Pakistan; which of the following events would allow for a person to have lived during both incidents?,c,1979 Iranian Revolution,C,c,1979 Iranian Revolution,1
478,MCQ,Given the Ratana Movement Political Involvement; which of the following events would allow for a person to have lived during both incidents?,a,Women's Suffrage (19th Amendment),C,c,Prince Philip's Death,0
479,MCQ,Given the British Mandate of Mesopotamia; which of the following events would allow for a person to have lived during both incidents?,c,Sharpeville Massacre,A,a,London Underground Bombings,0
480,MCQ,Given the Fukushima Daiichi Nuclear Disaster; which of the following events would allow for a person to have lived during both incidents?,b,British Exit from the European Exchange Rate Mechanism,B,b,British Exit from the European Exchange Rate Mechanism,1
481,MCQ,Given the Mossadegh's Premiership and Oil Nationalization; which of the following events would allow for a person to have lived during both incidents?,a,Watergate Scandal,A,a,Watergate Scandal,1
482,MCQ,Given the Ratana Movement Political Involvement; which of the following events would allow for a person to have lived during both incidents?,c,Beginning of World War II,C,c,Beginning of World War II,1
483,MCQ,Given the Vietnam War Involvement; which of the following events would allow for a person to have lived during both incidents?,d,Introduction of Television,D,d,Introduction of Television,1
484,MCQ,Given the Women's Suffrage Achieved; which of the following events would allow for a person to have lived during both incidents?,c,Balfour Declaration of 1926,C,c,Balfour Declaration of 1926,1
485,MCQ,Given the Return of Macau; which of the following events would allow for a person to have lived during both incidents?,a,Independence from Ethiopia,A,a,Independence from Ethiopia,1
486,MCQ,Given the Hong Kong Handover; which of the following events would allow for a person to have lived during both incidents?,d,Lapland War,D,d,Lapland War,1
487,MCQ,Given the Introduction of First Constitution; which of the following events would allow for a person to have lived during both incidents?,c,France Bans Smoking in Public Places,A,a,Union with Sweden,0
488,MCQ,Given the Death of Joseph Stalin; which of the following events would allow for a person to have lived during both incidents?,b,Signing of the Lateran Treaty,B,b,Signing of the Lateran Treaty,1
489,MCQ,Given the Green Revolution; which of the following events would allow for a person to have lived during both incidents?,d,Italian Invasion of Libya,D,d,Italian Invasion of Libya,1
490,MCQ,Given the Establishment of the Juche Ideology; which of the following events would allow for a person to have lived during both incidents?,a,Ghana's Independence,A,a,Ghana's Independence,1
491,MCQ,Given the Whitlam Government's Dismissal; which of the following events would allow for a person to have lived during both incidents?,a,Japan Airlines Flight 123,A,a,Japan Airlines Flight 123,1
492,MCQ,Given the Port Arthur Massacre; which of the following events would allow for a person to have lived during both incidents?,c,Spanish Civil War,C,c,Spanish Civil War,1
493,MCQ,Given the Economic Development; which of the following events would allow for a person to have lived during both incidents?,c,Housing Market Crash and Great Recession,C,c,Housing Market Crash and Great Recession,1
494,MCQ,Given the India Wins ICC T20 World Cup 2007; which of the following events would allow for a person to have lived during both incidents?,b,The Dirty War,B,b,The Dirty War,1
495,MCQ,Given the India's Demonetisation Campaign; which of the following events would allow for a person to have lived during both incidents?,a,Juba Peace Agreement,A,a,Juba Peace Agreement,1
496,MCQ,Given the Women Allowed to Drive; which of the following events would allow for a person to have lived during both incidents?,c,Official Languages Act,B,b,Italian Invasion of Libya,0
497,MCQ,Given the Invention of Printing Technology; which of the following events would allow for a person to have lived during both incidents?,c,Battle of Guadalete,D,d,Women Gain the Right to Vote,0
498,MCQ,Given the Intervention in the Syrian Civil War; which of the following events would allow for a person to have lived during both incidents?,d,Independence from Portugal,D,d,Independence from Portugal,1
499,MCQ,Given the Gulf of Tonkin Incident; which of the following events would allow for a person to have lived during both incidents?,c,Winter War,C,c,Winter War,1
500,MCQ,Given the Paris Peace Accords; which of the following events would allow for a person to have lived during both incidents?,d,Assassination of President John F. Kennedy,D,d,Assassination of President John F. Kennedy,1
